bib_key,sr_id,sr_doi,refnum,year,doi,url,source,raw
Shool2025_supp_ref0753,Shool2025,10.1186/s12911-025-02954-4,753,2024,,,supp_docx,"Yao JA, A.; Mironov, O. Evaluation of a BERT Natural Language Processing Model for Automating CT and MRI Triage and Protocol Selection. Canadian Association of Radiologists journal = Journal l'Association canadienne des radiologistes. 2024:8465371241255895."
Shool2025_supp_ref0754,Shool2025,10.1186/s12911-025-02954-4,754,2024,,,supp_docx,"López-Ubeda PM-N, T.; Díaz-Angulo, C.; Luna, A. Evaluation of large language models performance against humans for summarizing MRI knee radiology reports: A feasibility study. International journal of medical informatics. 2024;187:10."
Shool2025_supp_ref0755,Shool2025,10.1186/s12911-025-02954-4,755,2024,,,supp_docx,"Booth GJH, T.; Mynes, M.; Hodgson, J.; Slama, E.; Goldman, A.; Moore, J. Fine-Tuning Large Language Models to Enhance Programmatic Assessment in Graduate Medical Education. The journal of education in perioperative medicine : JEPM. 2024;26(3):E729."
Shool2025_supp_ref0756,Shool2025,10.1186/s12911-025-02954-4,756,2025,,,supp_docx,"Zhuang YZ, J.; Li, X.; Liu, C.; Yu, Y.; Dong, W.; He, K. Autonomous International Classification of Diseases Coding Using Pretrained Language Models and Advanced Prompt Learning Techniques: Evaluation of an Automated Analysis System Using Medical Text. JMIR medical informatics. 2025;13:e63020."
Shool2025_supp_ref0757,Shool2025,10.1186/s12911-025-02954-4,757,2023,,,supp_docx,"He XWDGMKZ, editor Benchmarking Transformer-Based Models for Identifying Social Determinants of Health in Clinical Notes. 2023 IEEE 11th International Conference on Healthcare Informatics (ICHI); 2023 26-29 June 2023."
Shool2025_supp_ref0758,Shool2025,10.1186/s12911-025-02954-4,758,2024,,,supp_docx,"Weber FT, D. Comparative Evaluation of Pre-Trained Language Models for Biomedical Information Retrieval. Studies in health technology and informatics. 2024;316:827-31."
Shool2025_supp_ref0759,Shool2025,10.1186/s12911-025-02954-4,759,2024,,,supp_docx,"Rehana HÇ, N. B.; Basmaci, M.; Zheng, J.; Jemiyo, C.; He, Y.; Ozgur, A.; Hur, J. Evaluating GPT and BERT models for protein–protein interaction identification in biomedical text. Bioinform Adv. 2024;4(1)."
Shool2025_supp_ref0760,Shool2025,10.1186/s12911-025-02954-4,760,2024,,,supp_docx,Kim ALJ. Evaluation and Analysis of Large Language Models for Clinical Text Augmentation and Generation. IEEE Access. 2024;12:48987-96.
Shool2025_supp_ref0761,Shool2025,10.1186/s12911-025-02954-4,761,2024,,,supp_docx,"Patel DT, P.; Gorenstein, L.; Glicksberg, B. S.; Raut, G.; Cheetirala, S. N.; Santana, F.; Tamegue, J.; Kia, A.; Zimlichman, E.; Levin, M. A.; Freeman, R.; Klang, E. Traditional Machine Learning, Deep Learning, and BERT (Large Language Model) Approaches for Predicting Hospitalizations From Nurse Triage Notes: Comparative Evaluation of Resource Management. Jmir ai. 2024;3:e52190."
Malgaroli2023_ref0001,Malgaroli2023,10.1038/s41398-023-02592-2,1,2023,,,,"James SL, Abate D, Abate KH, Abay SM, Abbafati C, Abbasi N, et al. Global,
regional, and national incidence, prevalence, and years lived with disability for
354 diseases and injuries for 195 countries and territories, 1990–2017: a systematic analysis for the Global Burden of Disease Study 2017. Lancet.
2018;392:1789–858.
M. Malgaroli et al.
13
Translational Psychiatry  (2023) 13:309"
Malgaroli2023_ref0002,Malgaroli2023,10.1038/s41398-023-02592-2,2,2020,,,,"Figueroa JF, Phelan J, Orav EJ, Patel V, Jha AK. Association of mental health
disorders with health care spending in the medicare population. JAMA Netw
Open. 2020;3:e201210."
Malgaroli2023_ref0003,Malgaroli2023,10.1038/s41398-023-02592-2,3,2008,,,,"Miranda J, McGuire TG, Williams DR, Wang P. Mental health in the context of
health disparities. AJP. 2008;165:1102–8."
Malgaroli2023_ref0004,Malgaroli2023,10.1038/s41398-023-02592-2,4,2020,,,,Health TLG. Mental health matters. Lancet Glob Health. 2020;8:e1352.
Malgaroli2023_ref0005,Malgaroli2023,10.1038/s41398-023-02592-2,5,2006,,,,"Association AP, others. American Psychiatric Association Practice Guidelines for
the treatment of psychiatric disorders: compendium 2006. American Psychiatric
Pub; 2006."
Malgaroli2023_ref0006,Malgaroli2023,10.1038/s41398-023-02592-2,6,2012,,,,"Cuijpers P, Driessen E, Hollon SD, van Oppen P, Barth J, Andersson G. The
efﬁcacy of non-directive supportive therapy for adult depression: a metaanalysis. Clin Psychol Rev. 2012;32:280–91."
Malgaroli2023_ref0007,Malgaroli2023,10.1038/s41398-023-02592-2,7,2017,,,,"Firth J, Torous J, Nicholas J, Carney R, Pratap A, Rosenbaum S, et al. The efﬁcacy
of smartphone-based mental health interventions for depressive symptoms: a
meta-analysis of randomized controlled trials. World Psychiatry. 2017;16:287–98."
Malgaroli2023_ref0008,Malgaroli2023,10.1038/s41398-023-02592-2,8,2008,,,,"DeRubeis RJ, Siegle GJ, Hollon SD. Cognitive therapy versus medication for
depression: treatment outcomes and neural mechanisms. Nat Rev Neurosci.
2008;9:788–96."
Malgaroli2023_ref0009,Malgaroli2023,10.1038/s41398-023-02592-2,9,2009,,,,"Cunningham PJ. Beyond parity: primary care physicians’ perspectives on access
to mental health care. Health Aff. 2009;28:w490–w501."
Malgaroli2023_ref0010,Malgaroli2023,10.1038/s41398-023-02592-2,10,2021,,,,"SAMHSA. Key substance use and mental health indicators in the United States:
results from the 2019 National Survey on Drug Use and Health. 2021 https://
digitalcommons.ﬁu.edu/srhreports/health/health/32."
Malgaroli2023_ref0011,Malgaroli2023,10.1038/s41398-023-02592-2,11,2007,,,,"Wang PS, Aguilar-Gaxiola S, Alonso J, Angermeyer MC, Borges G, Bromet EJ,
et al. Use of mental health services for anxiety, mood, and substance disorders
in
17
countries
in
the
WHO
world
mental
health
surveys.
Lancet.
2007;370:841–50."
Malgaroli2023_ref0012,Malgaroli2023,10.1038/s41398-023-02592-2,12,2018,,,,"Insel TR. Digital phenotyping: a global tool for psychiatry. World Psychiatry.
2018;17:276–7."
Malgaroli2023_ref0013,Malgaroli2023,10.1038/s41398-023-02592-2,13,2015,,,,"Johnsen TJ, Friborg O. The effects of cognitive behavioral therapy as an antidepressive treatment is falling: a meta-analysis. Psychol. Bull. 2015;141:747."
Malgaroli2023_ref0014,Malgaroli2023,10.1038/s41398-023-02592-2,14,2018,,,,"Kilbourne AM, Beck K, Spaeth-Rublee B, Ramanuj P, O’Brien RW, Tomoyasu N,
et al. Measuring and improving the quality of mental health care: a global
perspective. World Psychiatry. 2018;17:30–8."
Malgaroli2023_ref0015,Malgaroli2023,10.1038/s41398-023-02592-2,15,2014,,,,"Tracey TJG, Wampold BE, Lichtenberg JW, Goodyear RK. Expertise in psychotherapy: an elusive goal? Am Psychol. 2014;69:218–29."
Malgaroli2023_ref0016,Malgaroli2023,10.1038/s41398-023-02592-2,16,2015,,,,"Wampold BE, Imel I Zac E. The great psychotherapy debate: Models, methods,
and ﬁndings. 2nd ed. Routledge/Taylor & Francis Group; 2015."
Malgaroli2023_ref0017,Malgaroli2023,10.1038/s41398-023-02592-2,17,2015,,,,"Douthit N, Kiv S, Dwolatzky T, Biswas S. Exposing some important barriers to
health care access in the rural USA. Public Health. 2015;129:611–20."
Malgaroli2023_ref0018,Malgaroli2023,10.1038/s41398-023-02592-2,18,2007,,,,"Saraceno B, van Ommeren M, Batniji R, Cohen A, Gureje O, Mahoney J, et al.
Barriers to improvement of mental health services in low-income and middleincome countries. Lancet. 2007;370:1164–74."
Malgaroli2023_ref0019,Malgaroli2023,10.1038/s41398-023-02592-2,19,2021,,,,"Heisler EJ, Bagalman E. The Mental Health Workforce: A Primer. 2018. https://
ecommons.cornell.edu/handle/1813/79417 (Accessed 7 Oct 2021)."
Malgaroli2023_ref0020,Malgaroli2023,10.1038/s41398-023-02592-2,20,2015,,,,"LeCun Y, Bengio Y, Hinton G. Deep learning. Nature. 2015;521:436–44."
Malgaroli2023_ref0021,Malgaroli2023,10.1038/s41398-023-02592-2,21,2018,,,,"Hosny A, Parmar C, Quackenbush J, Schwartz LH, Aerts HJWL. Artiﬁcial intelligence in radiology. Nat Rev Cancer. 2018;18:500–10."
Malgaroli2023_ref0022,Malgaroli2023,10.1038/s41398-023-02592-2,22,2020,,,,"Schaffter T, Buist DSM, Lee CI, Nikulin Y, Ribli D, Guan Y, et al. Evaluation of
combined artiﬁcial intelligence and radiologist assessment to interpret screening mammograms. JAMA Netw Open. 2020;3:e200265."
Malgaroli2023_ref0023,Malgaroli2023,10.1038/s41398-023-02592-2,23,2019,,,,"Hogarty DT, Mackey DA, Hewitt AW. Current state and future prospects of
artiﬁcial intelligence in ophthalmology: a review. Clin Exp Ophthalmol.
2019;47:128–39."
Malgaroli2023_ref0024,Malgaroli2023,10.1038/s41398-023-02592-2,24,2020,,,,"Schultebraucks K, Shalev AY, Michopoulos V, Grudzen CR, Shin S-M, Stevens JS,
et al. A validated predictive algorithm of post-traumatic stress course following
emergency department admission after a traumatic stressor. Nat Med.
2020;26:1084–8."
Malgaroli2023_ref0025,Malgaroli2023,10.1038/s41398-023-02592-2,25,2018,,,,"Dwyer DB, Falkai P, Koutsouleris N. Machine learning approaches for clinical
psychology and psychiatry. Annu Rev Clin Psychol. 2018;14:91–118."
Malgaroli2023_ref0026,Malgaroli2023,10.1038/s41398-023-02592-2,26,2008,,,,"Jurafsky D, Martin JH. Speech and Language Processing: An introduction to
speech recognition, computational linguistics and natural language processing.
1st ed. Prentice-Hall; 2008."
Malgaroli2023_ref0027,Malgaroli2023,10.1038/s41398-023-02592-2,27,1999,,,,"Manning C, Schutze H. Foundations of statistical natural language processing.
1st ed. MIT Press; 1999."
Malgaroli2023_ref0028,Malgaroli2023,10.1038/s41398-023-02592-2,28,2017,,,,"Imel ZE, Caperton DD, Tanana M, Atkins DC. Technology-enhanced human
interaction in psychotherapy. J Counseling Psychol. 2017;64:385."
Malgaroli2023_ref0029,Malgaroli2023,10.1038/s41398-023-02592-2,29,2008,,,,Oyebode F Sims’ symptoms in the mind: an introduction to descriptive psychopathology. Elsevier Health Sciences; 2008.
Malgaroli2023_ref0030,Malgaroli2023,10.1038/s41398-023-02592-2,30,2010,,,,"Tausczik YR, Pennebaker JW. The Psychological Meaning of Words: LIWC and
Computerized Text Analysis Methods. J Lang Soc Psychol. 2010;29:24–54."
Malgaroli2023_ref0031,Malgaroli2023,10.1038/s41398-023-02592-2,31,2014,,,,"Cho K, van Merriënboer B, Bahdanau D, Bengio Y. On the properties of neural
machine translation: Encoder–Decoder approaches. Proceedings of SSST-8,
eighth workshop on syntax, semantics and structure in statistical translation.
Doha, Qatar: Association for Computational Linguistics; 2014. p. 103–11."
Malgaroli2023_ref0032,Malgaroli2023,10.1038/s41398-023-02592-2,32,2017,,https://proceedings.neurips.cc/,,"Vaswani A, Shazeer N, Parmar N, Uszkoreit J, Jones L, Gomez AN, et al. Attention
is All you Need. In: Guyon I, Von Luxburg U, Bengio S, Wallach H, Fergus R,
Vishwanathan S, Garnett R (eds). Advances in Neural Information Processing
Systems. Curran Associates, Inc. Vol. 30, 2017. https://proceedings.neurips.cc/
paper_ﬁles/paper/2017/ﬁle/3f5ee243547dee91fbd053c1c4a845aa-Paper.pdf."
Malgaroli2023_ref0033,Malgaroli2023,10.1038/s41398-023-02592-2,33,2016,,,,"Althoff T, Clark K, Leskovec J. Large-scale analysis of counseling conversations:
an application of natural language processing to mental health. Trans. Assoc.
Comput. Linguistics. 2016;4:463–76."
Malgaroli2023_ref0034,Malgaroli2023,10.1038/s41398-023-02592-2,34,2020,,,,"Ewbank MP, Cummins R, Tablan V, Bateup S, Catarino A, Martin AJ, et al.
Quantifying the association between psychotherapy content and clinical outcomes using deep learning. JAMA Psychiatry. 2020;77:35–43."
Malgaroli2023_ref0035,Malgaroli2023,10.1038/s41398-023-02592-2,35,2021,,,,"Ewbank MP, Cummins R, Tablan V, Catarino A, Buchholz S, Blackwell AD.
Understanding the relationship between patient language and outcomes in
internet-enabled cognitive behavioural therapy: a deep learning approach to
automatic coding of session transcripts. Psychother Res. 2021;31:300–12."
Malgaroli2023_ref0036,Malgaroli2023,10.1038/s41398-023-02592-2,36,2020,,,,"Goldberg SB, Flemotomos N, Martinez VR, Tanana MJ, Kuo PB, Pace BT, et al.
Machine learning and natural language processing in psychotherapy research:
alliance as example use case. J Counseling Psychol. 2020;67:438–48."
Malgaroli2023_ref0037,Malgaroli2023,10.1038/s41398-023-02592-2,37,2021,,,,"Bantilan N, Malgaroli M, Ray B, Hull TD. Just in time crisis response: suicide alert
system for telemedicine psychotherapy settings. Psychother Res. 2021;31:289–99."
Malgaroli2023_ref0038,Malgaroli2023,10.1038/s41398-023-02592-2,38,2019,,,,"Miner AS, Shah N, Bullock KD, Arnow BA, Bailenson J, Hancock J. Key Considerations for Incorporating Conversational AI in Psychotherapy. Front Psychiatry. 2019;10:746."
Malgaroli2023_ref0039,Malgaroli2023,10.1038/s41398-023-02592-2,39,2020,,,,"Chancellor S, De Choudhury M. Methods in predictive techniques for mental
health status on social media: a critical review. npj Digit Med. 2020;3:1–11."
Malgaroli2023_ref0040,Malgaroli2023,10.1038/s41398-023-02592-2,40,2020,,,,"Vaci N, Liu Q, Kormilitzin A, Crescenzo FD, Kurtulmus A, Harvey J, et al. Natural
language processing for structuring clinical text data on depression using UKCRIS. Evid-Based Ment Health. 2020;23:21–26."
Malgaroli2023_ref0041,Malgaroli2023,10.1038/s41398-023-02592-2,41,2021,,,,"Aafjes-van Doorn K, Kamsteeg C, Bate J, Aafjes M. A scoping review of machine
learning in psychotherapy research. Psychother Res. 2021;31:92–116."
Malgaroli2023_ref0042,Malgaroli2023,10.1038/s41398-023-02592-2,42,2018,,,,"Morris RR, Kouddous K, Kshirsagar R, Schueller SM. Towards an artiﬁcially
empathic conversational agent for mental health applications: System design
and user perceptions. J Med Internet Res. 2018;20:e10148."
Malgaroli2023_ref0043,Malgaroli2023,10.1038/s41398-023-02592-2,43,2018,,,,"Aswamenakul C, Liu L, Carey KB, Woolley J, Scherer S, Borsari B. Multimodal
analysis of client behavioral change coding in motivational interviewing. In:
Proc. 20th ACM international conference on multimodal interaction. ACM:
Boulder CO: ACM; 2018. p. 356–60."
Malgaroli2023_ref0044,Malgaroli2023,10.1038/s41398-023-02592-2,44,2018,,https://aclanthology.org/L181458,,"Mieskes M, Stiegelmayr A. Preparing data from psychotherapy for natural language processing. Proceedings of the eleventh international conference on
language resources and evaluation (LREC 2018). Miyazaki, Japan: European
Language Resources Association (ELRA); 2018. https://aclanthology.org/L181458."
Malgaroli2023_ref0045,Malgaroli2023,10.1038/s41398-023-02592-2,45,2018,,,,"Ramakrishna A, Greer T, Atkins D, Narayanan S. Computational modeling of
conversational humor in psychotherapy. In: Interspeech 2018. ISCA; 2018. p.
2344–48."
Malgaroli2023_ref0046,Malgaroli2023,10.1038/s41398-023-02592-2,46,2019,,,,"Martinez VR, Flemotomos N, Ardulov V, Somandepalli K, Goldberg SB, Imel ZE,
et al. Identifying Therapist and Client Personae for Therapeutic Alliance Estimation. In: Interspeech 2019. 2019, ISCA, pp 1901–5."
Malgaroli2023_ref0047,Malgaroli2023,10.1038/s41398-023-02592-2,47,2020,,,,"Miner AS, Haque A, Fries JA, Fleming SL, Wilﬂey DE, Terence Wilson G, et al.
Assessing the accuracy of automatic speech recognition for psychotherapy. npj
Digit Med. 2020;3:82."
Malgaroli2023_ref0048,Malgaroli2023,10.1038/s41398-023-02592-2,48,2022,,,,"Chen Z, Flemotomos N, Singla K, Creed TA, Atkins DC, Narayanan S An automated quality evaluation framework of psychotherapy conversations with local
quality estimates. Computer Speech Lang. 2022;75:101380."
Malgaroli2023_ref0049,Malgaroli2023,10.1038/s41398-023-02592-2,49,2022,,,,"Demiris G, Oliver DP, Washington KT, Chadwick C, Voigt JD, Brotherton S, et al.
Examining spoken words and acoustic features of therapy sessions to understand family caregivers’ anxiety and quality of life. Int J Med Inform.
2022;160:104716."
Malgaroli2023_ref0050,Malgaroli2023,10.1038/s41398-023-02592-2,50,2022,,,,"Miner AS, Fleming SL, Haque A, Fries JA, Althoff T, Wilﬂey DE, et al. A computational approach to measure the linguistic characteristics of psychotherapy
timing, responsiveness, and consistency. npj Ment Health Res. 2022;1:19."
Malgaroli2023_ref0051,Malgaroli2023,10.1038/s41398-023-02592-2,51,2022,,,,"Wawer A, Chojnicka I, Okruszek L, Sarzynska-Wawer J. Single and cross-disorder
detection for autism and schizophrenia. Cogn Comput. 2022;14:461–73."
Malgaroli2023_ref0052,Malgaroli2023,10.1038/s41398-023-02592-2,52,2021,,,,"Flemotomos N, Martinez VR, Chen Z, Singla K, Ardulov V, Peri R, et al. Am I a
good therapist? Automated evaluation of psychotherapy skills using speech and
language technologies. CoRR, Abs. 2021;2102:10.3758."
Malgaroli2023_ref0053,Malgaroli2023,10.1038/s41398-023-02592-2,53,2021,,,,"Flemotomos N, Martinez VR, Chen Z, Creed TA, Atkins DC, Narayanan S. Automated quality assessment of cognitive behavioral therapy sessions through
highly contextualized language representations. PLoS ONE. 2021;16:e0258639."
Malgaroli2023_ref0054,Malgaroli2023,10.1038/s41398-023-02592-2,54,2021,,,,"Min DJ, Pérez-Rosas V, Mihalcea R. Evaluating automatic speech recognition
quality and its impact on counselor utterance coding. In: Proceedings of the
seventh workshop on computational linguistics and clinical psychology:
improving access. Association for Computational Linguistics; 2021. p. 159–68."
Malgaroli2023_ref0055,Malgaroli2023,10.1038/s41398-023-02592-2,55,2023,,https://aclanthology.org/L181591,,"Pérez-Rosas V, Sun X, Li C, Wang Y, Resnicow K, Mihalcea R. Analyzing the
quality
of
counseling
conversations:
the
tell-tale
signs
of
high-quality
M. Malgaroli et al.
14
Translational Psychiatry  (2023) 13:309 
counseling. In: Proceedings of the eleventh international conference on language resources and evaluation (LREC 2018). 2018. European Language
Resources Association (ELRA): Miyazaki, Japan https://aclanthology.org/L181591 (Accessed 9 Mar2022)."
Malgaroli2023_ref0056,Malgaroli2023,10.1038/s41398-023-02592-2,56,2019,,,,"Pérez-Rosas V, Wu X, Resnicow K, Mihalcea R. What makes a good counselor?
learning to distinguish between high-quality and low-quality counseling conversations. Proceedings of the 57th annual meeting of the association for
computational linguistics. Florence, Italy: Association for Computational Linguistics; 2019. p. 926–35."
Malgaroli2023_ref0057,Malgaroli2023,10.1038/s41398-023-02592-2,57,2020,,,,"Tavabi L, Stefanov K, Zhang L, Borsari B, Woolley JD, Scherer S, et al. Multimodal
automatic coding of client behavior in motivational interviewing. In: Proceedings of the 2020 international conference on multimodal interaction. ACM:
Virtual Event Netherlands; 2020. p. 406–13."
Malgaroli2023_ref0058,Malgaroli2023,10.1038/s41398-023-02592-2,58,2016,,,,"Xiao B, Huang C, Imel ZE, Atkins DC, Georgiou P, Narayanan SS. A technology
prototype system for rating therapist empathy from audio recordings in
addiction counseling. PeerJ Comput Sci. 2016;2:e59."
Malgaroli2023_ref0059,Malgaroli2023,10.1038/s41398-023-02592-2,59,2015,,,,"Xiao B, Imel ZE, Georgiou PG, Atkins DC, Narayanan SS. ‘Rate My Therapist’:
automated detection of empathy in drug and alcohol counseling via speech
and language processing. PLoS ONE. 2015;10:e0143055."
Malgaroli2023_ref0060,Malgaroli2023,10.1038/s41398-023-02592-2,60,2020,,,,"Wiegersma S, Nijdam MJ, van Hessen AJ, Truong KP, Veldkamp BP, Olff M.
Recognizing hotspots in brief Eclectic psychotherapy for PTSD by text and audio
mining. Eur J Psychotraumatol. 2020;11:1726672."
Malgaroli2023_ref0061,Malgaroli2023,10.1038/s41398-023-02592-2,61,2010,,,,"Nitti M, Ciavolino E, Salvatore S, Gennaro A. Analyzing psychotherapy process as
intersubjective sensemaking: an approach based on discourse analysis and
neural networks. Psychother Res. 2010;20:546–63."
Malgaroli2023_ref0062,Malgaroli2023,10.1038/s41398-023-02592-2,62,2020,,,,"Sharma A, Miner AS, Atkins DC, Althoff T. A computational approach to
understanding empathy expressed in text-based mental health support. Association for Computational Linguistics; 2020. p. 5263–76."
Malgaroli2023_ref0063,Malgaroli2023,10.1038/s41398-023-02592-2,63,2021,,,,"Wadden D, August T, Li Q, Althoff T. The effect of moderation on online mental
health conversations. Proc Int AAAI Conf Web Soc Media. 2021;15:751–63."
Malgaroli2023_ref0064,Malgaroli2023,10.1038/s41398-023-02592-2,64,2021,,,,"Hull TD, Levine J, Bantilan N, Desai AN, Majumder MS. Analyzing digital evidence
from a telemental health platform to assess complex psychological responses to
the COVID-19 pandemic: content analysis of text messages. JMIR Form Res.
2021;5:e26190."
Malgaroli2023_ref0065,Malgaroli2023,10.1038/s41398-023-02592-2,65,2019,,,,"Zhang J, Filbin R, Morrison C, Weiser J, Danescu-Niculescu-Mizil C. Finding your
voice: the linguistic development of mental health counselors. Proc. 57th
Annual Meeting of the Association for Computational Linguistics. Florence, Italy:
Association for Computational Linguistics; 2019. p. 936–47."
Malgaroli2023_ref0066,Malgaroli2023,10.1038/s41398-023-02592-2,66,2021,,,,"Wei J, Finn K, Templeton E, Wheatley T, Vosoughi S. Linguistic complexity loss in
text-based therapy. In: Proceedings of the 2021 Conference of the North
American Chapter of the Association for Computational Linguistics: Human
Language Technologies. 2021. Association for Computational Linguistics; 2021.
p. 4450–59."
Malgaroli2023_ref0067,Malgaroli2023,10.1038/s41398-023-02592-2,67,2003,,,,"Moyers T, Martin T, Catley D, Harris KJ, Ahluwalia JS. Assessing the integrity of
motivational interviewing interventions: Reliability of the motivational interviewing skills code. Behav Cogn Psychother. 2003;31:177–84."
Malgaroli2023_ref0068,Malgaroli2023,10.1038/s41398-023-02592-2,68,2021,,,,"Wu Z, Helaoui R, Reforgiato Recupero D, Riboni D Towards Low-Resource RealTime Assessment of Empathy in Counselling. In: Proceedings of the Seventh
Workshop on Computational Linguistics and Clinical Psychology: Improving Access.
2021. Association for Computational Linguistics: Online, pp 204–16."
Malgaroli2023_ref0069,Malgaroli2023,10.1038/s41398-023-02592-2,69,2019,,,,"Alsentzer E, Murphy JR, Boag W, Weng W-H, Jin D, Naumann T, et al. Publicly
Available Clinical. In Proceedings of the 2nd Clinical Natural Language Processing Workshop. Association for Computational Linguistics. 2019."
Malgaroli2023_ref0070,Malgaroli2023,10.1038/s41398-023-02592-2,70,2022,,,,"Ding X, Lybarger K, Tauscher J, Cohen T. Improving classiﬁcation of infrequent
cognitive distortions: domain-speciﬁc model vs. data augmentation. Proceedings of the 2022 conference of the North American chapter of the association
for computational linguistics: human language technologies: Student Research
Workshop. Seattle, Washington: Association for Computational Linguistics:
Hybrid; 2022. p. 68–75."
Malgaroli2023_ref0071,Malgaroli2023,10.1038/s41398-023-02592-2,71,2022,,,,"Burkhardt H, Pullmann M, Hull T, Aren P, Cohen T. Comparing emotion feature
extraction approaches for predicting depression and anxiety. Proceedings of the
eighth workshop on computational linguistics and clinical psychology. Seattle,
USA: Association for Computational Linguistics; 2022. p. 105–15."
Malgaroli2023_ref0072,Malgaroli2023,10.1038/s41398-023-02592-2,72,2022,,,,"Salmi S, Mérelle S, Gilissen R, van der Mei R, Bhulai S. Detecting changes in help
seeker conversations on a suicide prevention helpline during the COVID−19
pandemic: in-depth analysis using encoder representations from transformers.
BMC Public Health. 2022;22:530."
Malgaroli2023_ref0073,Malgaroli2023,10.1038/s41398-023-02592-2,73,2021,,,,"Sharma A, Lin IW, Miner AS, Atkins DC, Althoff T. Towards facilitating empathic
conversations in online mental health support: a reinforcement learning
approach. In Proceedings of the Web Conference 2021, 2021. pp. 194–205."
Malgaroli2023_ref0074,Malgaroli2023,10.1038/s41398-023-02592-2,74,2022,,,,"Srivastava A, Suresh T, Lord SP, Akhtar MS, Chakraborty T. Counseling summarization using mental health knowledge guided utterance ﬁltering. Proceedings of the 28th ACM SIGKDD conference on knowledge discovery and
data mining. Washington, DC: ACM; 2022. p. 3920–30."
Malgaroli2023_ref0075,Malgaroli2023,10.1038/s41398-023-02592-2,75,2020,,,,"Arevian AC, Bone D, Malandrakis N, Martinez VR, Wells KB, Miklowitz DJ, et al.
Clinical state tracking in serious mental illness through computational analysis
of speech. PLoS ONE. 2020;15:e0225695."
Malgaroli2023_ref0076,Malgaroli2023,10.1038/s41398-023-02592-2,76,2019,,,,"Chen Z, Singla K, Gibson J, Can D, Imel ZE, Atkins DC, et al. Improving the
prediction of therapist behaviors in addiction counseling by exploiting class
confusions. ICASSP 2019—2019 IEEE international conference on acoustics,
speech and signal processing (ICASSP). Brighton, United Kingdom: IEEE; 2019. p.
6605–9."
Malgaroli2023_ref0077,Malgaroli2023,10.1038/s41398-023-02592-2,77,2022,,,,"Mao K, Zhang W, Wang DB, Li A, Jiao R, Zhu Y, et al. Prediction of depression
severity based on the prosodic and semantic features with bidirectional LSTM
and Time Distributed CNN. IEEE Trans Affective Comput. 2022;1."
Malgaroli2023_ref0078,Malgaroli2023,10.1038/s41398-023-02592-2,78,2017,,,,"Pérez-Rosas V, Mihalcea R, Resnicow K, Singh S, An L. Understanding and predicting empathic behavior in counseling theraaspy. Proceedings of the 55th
annual meeting of the association for computational linguistics (Volume 1: Long
Papers). Vancouver, Canada: Association for Computational Linguistics; 2017. p.
1426–35."
Malgaroli2023_ref0079,Malgaroli2023,10.1038/s41398-023-02592-2,79,2022,,,,"Schultebraucks K, Yadav V, Shalev AY, Bonanno GA, Galatzer-Levy IR. Deep
learning-based classiﬁcation of posttraumatic stress disorder and depression
following trauma utilizing visual and auditory markers of arousal and mood.
Psychol Med. 2022;52:957–67."
Malgaroli2023_ref0080,Malgaroli2023,10.1038/s41398-023-02592-2,80,2018,,,,"Singla K, Chen Z, Flemotomos N, Gibson J, Can D, Atkins D, et al. Using prosodic
and lexical information for learning utterance-level behaviors in psychotherapy.
In: Interspeech 2018. ISCA; 2018. p. 3413-7."
Malgaroli2023_ref0081,Malgaroli2023,10.1038/s41398-023-02592-2,81,2018,,,,"Xu S, Yang Z, Chakraborty D, Tahir Y, Maszczyk T, Chua VYH, et al. Automatic
verbal analysis of interviews with schizophrenic patients. 2018 IEEE 23rd international conference on digital signal processing (DSP). Shanghai, China: IEEE;
2018. p. 1–5."
Malgaroli2023_ref0082,Malgaroli2023,10.1038/s41398-023-02592-2,82,2019,,http://arxiv.org/abs/1901.04110,,"Crangle CE, Wang R, Guimaraes MP, Nguyen MU, Nguyen DT, Suppes P. Machine
learning for the recognition of emotion in the speech of couples in psychotherapy using the Stanford Suppes Brain Lab Psychotherapy Dataset. CoRR
2019. Preprint at http://arxiv.org/abs/1901.04110."
Malgaroli2023_ref0083,Malgaroli2023,10.1038/s41398-023-02592-2,83,2019,,,,"Carcone AI, Hasan M, Alexander GL, Dong M, Eggly S, Brogan Hartlieb K, et al.
Developing machine learning models for behavioral coding. J Pediatr Psychol.
2019;44:289–99."
Malgaroli2023_ref0084,Malgaroli2023,10.1038/s41398-023-02592-2,84,2020,,,,"Just SA, Haegert E, Kořánová N, Bröcker A-L, Nenchev I, Funcke J, et al. Modeling
Incoherent Discourse in Non-Affective Psychosis. Front Psychiatry. 2020;11:846."
Malgaroli2023_ref0085,Malgaroli2023,10.1038/s41398-023-02592-2,85,2022,,,,"Spruit M, Verkleij S, de Schepper K, Scheepers F. Exploring language markers of
mental health in psychiatric stories. Appl Sci. 2022;12:2179."
Malgaroli2023_ref0086,Malgaroli2023,10.1038/s41398-023-02592-2,86,2016,,http://arxiv.org/abs/1606.02231,,"Carrillo F, Mota N, Copelli M, Ribeiro S, Sigman M, Cecchi G, et al. Emotional
Intensity analysis in Bipolar subjects. Preprint at http://arxiv.org/abs/1606.02231."
